year,unitid,instnm,carnegie,stabbr,addr,city,control,lat,lon,total
2008,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545368,-97.118455,112
2009,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545368,-97.118455,112
2010,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545355,-97.118418,128
2011,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545956,-97.119359,140
2012,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545956,-97.119359,158
2013,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545956,-97.119359,155
2014,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545956,-97.119359,188
2015,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545956,-97.119359,191
2016,223232,baylor university,16,tx,500 speight ave.,waco,2,31.545956,-97.119359,195
2017,223232,baylor university,16,tx,500 speight ave.,waco,2,31.54896,-97.117641,208
2018,223232,baylor university,16,tx,500 speight ave.,waco,2,31.546872,-97.121041,239
2019,223232,baylor university,16,tx,500 speight ave.,waco,2,31.546872,-97.121041,264
2020,223232,baylor university,16,tx,500 speight ave.,waco,2,31.546872,-97.121041,281
2021,223232,baylor university,16,tx,500 speight ave.,waco,2,31.546872,-97.121041,267
2022,223232,baylor university,16,tx,500 speight ave.,waco,2,31.546872,-97.121041,317
2023,223232,baylor university,16,tx,500 speight ave.,waco,2,31.546872,-97.121041,362
2012,224004,concordia university-texas,32,tx,11400 concordia university dr.,austin,2,30.420952,-97.836247,21
2013,224004,concordia university-texas,32,tx,11400 concordia university dr.,austin,2,30.420952,-97.836247,56
2014,224004,concordia university-texas,32,tx,11400 concordia university dr.,austin,2,30.420952,-97.836247,46
2015,224004,concordia university-texas,32,tx,11400 concordia university dr.,austin,2,30.420952,-97.836247,31
2016,224004,concordia university-texas,32,tx,11400 concordia university dr.,austin,2,30.420952,-97.836247,42
2017,224004,concordia university texas,32,tx,11400 concordia university dr,austin,2,30.420952,-97.836247,41
2018,224004,concordia university texas,32,tx,11400 concordia university dr,austin,2,30.420232,-97.835703,42
2019,224004,concordia university texas,32,tx,11400 concordia university dr,austin,2,30.420232,-97.835703,61
2020,224004,concordia university texas,32,tx,11400 concordia university dr,austin,2,30.420232,-97.835703,185
2021,224004,concordia university texas,32,tx,11400 concordia university dr,austin,2,30.420232,-97.835703,235
2022,224004,concordia university texas,32,tx,11400 concordia university dr,austin,2,30.420232,-97.835703,246
2023,224004,concordia university texas,32,tx,11400 concordia university dr,austin,2,30.420232,-97.835703,277
2002,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,44
2003,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,61
2004,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,53
2005,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,63
2006,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,78
2007,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,114
2008,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,121
2009,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331895,146
2010,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718628,-97.331866,149
2011,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331933,151
2012,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331933,209
2013,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331933,187
2014,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331933,204
2015,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.718601,-97.331933,186
2016,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,249
2017,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,222
2018,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,237
2019,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,273
2020,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,270
2021,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,251
2022,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,263
2023,224147,texas a & m university-corpus christi,21,tx,6300 ocean dr.,corpus christi,1,27.713723,-97.32395,218
2002,224350,del mar college,40,tx,101 baldwin,corpus christi,1,27.764555168228,-97.407124255508,0
2003,224350,del mar college,40,tx,101 baldwin,corpus christi,1,27.764555168228,-97.407124255508,0
2004,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.767429,-97.407639,0
2005,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.767429,-97.407639,0
2006,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.767429,-97.407639,0
2007,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.767429,-97.407639,0
2008,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.767429,-97.407639,0
2009,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.767429,-97.407639,0
2010,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.76741,-97.40765,0
2011,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763623,-97.407627,0
2012,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763623,-97.407627,0
2013,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763623,-97.407627,0
2014,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763623,-97.407627,0
2015,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763623,-97.407627,0
2016,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763623,-97.407627,0
2017,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763623,-97.407627,0
2018,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763619,-97.40762,0
2019,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763619,-97.40762,0
2020,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763619,-97.40762,0
2021,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763619,-97.40762,0
2022,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763619,-97.40762,0
2023,224350,del mar college,40,tx,101 baldwin blvd.,corpus christi,1,27.763619,-97.40762,14
2002,224527,east texas baptist university,32,tx,1209 n grove,marshall,2,32.553112065975,-94.371975408416,20
2003,224527,east texas baptist university,32,tx,1209 n grove,marshall,2,32.553112065975,-94.371975408416,17
2004,224527,east texas baptist university,32,tx,1209 n grove,marshall,2,32.553112065975,-94.371975408416,22
2005,224527,east texas baptist university,32,tx,1209 n grove,marshall,2,32.553112065975,-94.371975408416,18
2006,224527,east texas baptist university,32,tx,1209 n grove,marshall,2,32.553112065975,-94.371975408416,19
2007,224527,east texas baptist university,32,tx,1209 n grove,marshall,2,32.553112065975,-94.371975408416,17
2008,224527,east texas baptist university,32,tx,1209 n grove,marshall,2,32.553112065975,-94.371975408416,27
2009,224527,east texas baptist university,32,tx,1209 north grove st.,marshall,2,32.555062,-94.3723,20
2010,224527,east texas baptist university,32,tx,1209 north grove st.,marshall,2,32.555054,-94.372283,12
2011,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.555001,-94.372241,12
2012,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.553641,-94.375471,25
2013,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.554545,-94.374337,13
2014,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.554545,-94.374337,12
2015,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.554545,-94.374337,14
2016,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.554545,-94.374337,13
2017,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.557847,-94.374488,17
2018,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.557847,-94.374488,14
2019,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.557847,-94.374488,18
2020,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.557847,-94.374488,30
2021,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.557847,-94.374488,39
2022,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.557847,-94.374488,35
2023,224527,east texas baptist university,32,tx,one tiger dr,marshall,2,32.557847,-94.374488,45
2003,224545,texas a & m university-texarkana,21,tx,2600 n robinson rd,texarkana,1,33.444260417683,-94.080266088351,8
2004,224545,texas a & m university-texarkana,21,tx,2600 n robison rd,texarkana,1,33.442909,-94.080308,9
2005,224545,texas a & m university-texarkana,21,tx,2600 n robison rd,texarkana,1,33.442909,-94.080308,13
2006,224545,texas a & m university-texarkana,21,tx,2600 n robison rd,texarkana,1,33.442909,-94.080308,8
2007,224545,texas a & m university-texarkana,21,tx,2600 n robison rd,texarkana,1,33.442909,-94.080308,17
2008,224545,texas a & m university-texarkana,21,tx,2600 n robison rd,texarkana,1,33.442909,-94.080308,15
2009,224545,texas a & m university-texarkana,21,tx,2600 n robison rd,texarkana,1,33.442909,-94.080308,25
2010,224545,texas a & m university-texarkana,21,tx,7101 university ave.,texarkana,1,33.49561,-94.10398,20
2011,224545,texas a & m university-texarkana,21,tx,7101 university ave.,texarkana,1,33.49561,-94.10398,24
2012,224545,texas a & m university-texarkana,21,tx,7101 university ave.,texarkana,1,33.49561,-94.10398,23
2013,224545,texas a & m university-texarkana,21,tx,7101 university ave,texarkana,1,33.49561,-94.10398,21
2014,224545,texas a & m university-texarkana,21,tx,7101 university ave,texarkana,1,33.49561,-94.10398,20
2015,224545,texas a & m university-texarkana,21,tx,7101 university ave,texarkana,1,33.49561,-94.10398,29
2016,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.49561,-94.10398,29
2017,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.490482,-94.103617,16
2018,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.490482,-94.103617,7
2019,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.490482,-94.103617,13
2020,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.490482,-94.103617,17
2021,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.490482,-94.103617,12
2022,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.490482,-94.103617,19
2023,224545,texas a&m university-texarkana,21,tx,7101 university ave,texarkana,1,33.490482,-94.103617,13
2015,224554,texas a & m university-commerce,16,tx,2600 south neal,commerce,1,33.243814,-95.906913,16
2016,224554,texas a & m university-commerce,16,tx,2600 south neal,commerce,1,33.243745,-95.908451,30
2017,224554,texas a & m university-commerce,16,tx,2600 south neal,commerce,1,33.243745,-95.908451,25
2018,224554,texas a & m university-commerce,16,tx,2600 south neal st,commerce,1,33.243745,-95.908451,26
2019,224554,texas a & m university-commerce,16,tx,2600 south neal st,commerce,1,33.243745,-95.908451,38
2020,224554,texas a & m university-commerce,16,tx,2600 south neal st,commerce,1,33.243745,-95.908451,31
2021,224554,texas a & m university-commerce,16,tx,2200 campbell stree,commerce,1,33.242112,-95.904579,30
2022,224554,texas a & m university-commerce,16,tx,2200 campbell stree,commerce,1,33.242112,-95.904579,36
2023,224554,texas a & m university-commerce,16,tx,2200 campbell stree,commerce,1,33.242112,-95.904579,72
2022,224660,western technical college,-2,tx,9451 diana dr,el paso,3,31.877794,-106.425881,18
2023,224660,western technical college,-2,tx,9451 diana dr,el paso,3,31.877794,-106.425881,24
2002,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2003,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2004,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2005,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2006,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2007,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2008,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2009,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285206,-94.808396,0
2010,224961,galveston college,40,tx,4015 ave q,galveston,1,29.285186,-94.808395,0
2011,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284212,-94.80854,0
2012,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284212,-94.80854,0
2013,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284212,-94.80854,0
2014,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284212,-94.80854,0
2015,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284212,-94.80854,0
2016,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284212,-94.80854,0
2017,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284212,-94.80854,0
2018,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284735,-94.807686,0
2019,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284735,-94.807686,0
2020,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284735,-94.807686,0
2021,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284735,-94.807686,0
2022,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284735,-94.807686,0
2023,224961,galveston college,40,tx,4015 ave q,galveston,1,29.284735,-94.807686,7
2002,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2003,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2004,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2005,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2006,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2007,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2008,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2009,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703194,-96.631882,0
2010,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.703221,-96.631849,0
2011,225070,grayson county college,40,tx,6101 grayson dr,denison,1,33.706482,-96.633557,0
2012,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.706482,-96.633557,0
2013,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.706482,-96.633557,0
2014,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.706482,-96.633557,0
2015,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.706482,-96.633557,0
2016,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.706482,-96.633557,0
2017,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.70574,-96.633891,0
2018,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.70574,-96.633891,0
2019,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.70574,-96.633891,0
2020,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.70574,-96.633891,0
2021,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.70574,-96.633891,83
2022,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.70574,-96.633891,71
2023,225070,grayson college,40,tx,6101 grayson dr,denison,1,33.70574,-96.633891,50
2002,225201,hallmark institute of technology,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2003,225201,hallmark institute of technology,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2004,225201,hallmark institute of technology,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2005,225201,hallmark institute of technology,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2006,225201,hallmark institute of technology,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2007,225201,hallmark college of technology/hallmark college of aeronautics,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2008,225201,hallmark college of technology/hallmark college of aeronautics,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2009,225201,hallmark college of technology/hallmark college of aeronautics,40,tx,10401 ih 10 w,san antonio,3,29.537861,-98.568528,0
2010,225201,hallmark college of technology/hallmark college of aeronautics,40,tx,10401 ih 10 w,san antonio,3,29.537879,-98.568492,0
2011,225201,hallmark college of technology/hallmark college of aeronautics,40,tx,10401 ih 10 w,san antonio,3,29.538447,-98.568626,0
2012,225201,hallmark college of technology/hallmark college of aeronautics,40,tx,10401 ih 10 w,san antonio,3,29.538447,-98.568626,0
2013,225201,hallmark college,40,tx,10401 ih 10 w,san antonio,2,29.538447,-98.568626,0
2014,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538447,-98.568626,0
2015,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538447,-98.568626,0
2016,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538447,-98.568626,0
2017,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538447,-98.568626,0
2018,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538442,-98.568618,0
2019,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538442,-98.568618,13
2020,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538442,-98.568618,8
2021,225201,hallmark university,40,tx,10401 ih 10 w,san antonio,2,29.538442,-98.568618,46
2022,225201,hallmark university,40,tx,9855 westover hills blvd,san antonio,2,29.466862,-98.685754,53
2023,225201,hallmark university,40,tx,9855 westover hills blvd,san antonio,2,29.466862,-98.685754,44
2002,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,12
2003,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,17
2004,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,19
2005,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,16
2006,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,21
2007,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,22
2008,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,31
2009,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47715,-99.73491,24
2010,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.47492,-99.73489,19
2011,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476786,-99.733815,26
2012,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476786,-99.733815,19
2013,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476786,-99.733815,15
2014,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476786,-99.733815,36
2015,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476786,-99.733815,29
2016,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,26
2017,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,22
2018,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,21
2019,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,8
2020,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,9
2021,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,9
2022,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,18
2023,225247,hardin-simmons university,21,tx,2200 hickory,abilene,2,32.476434,-99.73564,14
2002,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2003,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2004,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2005,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2006,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2007,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2008,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2009,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196297,-95.855393,0
2010,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.19511,-95.85723,0
2011,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.195686,-95.858058,0
2012,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.195686,-95.858058,0
2013,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.195686,-95.858058,0
2014,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.195686,-95.858058,0
2015,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.195686,-95.858058,0
2016,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.195686,-95.858058,0
2017,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.195686,-95.858058,0
2018,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196596,-95.858513,0
2019,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196596,-95.858513,0
2020,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196596,-95.858513,0
2021,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196596,-95.858513,0
2022,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196596,-95.858513,19
2023,225308,trinity valley community college,40,tx,100 cardinal dr,athens,1,32.196596,-95.858513,30
2006,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.697987,-95.515305,18
2007,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.697987,-95.515305,18
2008,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.697987,-95.515305,23
2009,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.697987,-95.515305,17
2010,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.697975,-95.51529,23
2011,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.694414,-95.515978,30
2012,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.694414,-95.515978,36
2013,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.694414,-95.515978,59
2014,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.694414,-95.515978,78
2015,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.694414,-95.515978,68
2016,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.694414,-95.515978,84
2017,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.693819,-95.515954,64
2018,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.693819,-95.515954,107
2019,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.693819,-95.515954,96
2020,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.693819,-95.515954,141
2021,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.693819,-95.515954,184
2022,225399,houston baptist university,21,tx,7502 fondren rd,houston,2,29.693819,-95.515954,97
2023,225399,houston christian university,21,tx,7502 fondren rd,houston,2,29.693819,-95.515954,76
2016,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,5
2017,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,19
2018,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,14
2019,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,20
2020,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,28
2021,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,14
2022,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,10
2023,225414,university of houston-clear lake,21,tx,2700 bay area blvd,houston,1,29.582523,-95.098129,13
2020,225432,university of houston-downtown,32,tx,1 main st,houston,1,29.7661,-95.359338,9
2021,225432,university of houston-downtown,32,tx,1 main st,houston,1,29.7661,-95.359338,11
2022,225432,university of houston-downtown,32,tx,1 main st,houston,1,29.7661,-95.359338,54
2023,225432,university of houston-downtown,32,tx,1 main st,houston,1,29.7661,-95.359338,31
2008,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.814961,-96.974778,51
2009,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.814961,-96.974778,68
2010,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.81632,-96.974846,74
2011,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816438,-96.978193,86
2012,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816438,-96.978193,99
2013,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816438,-96.978193,104
2014,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816438,-96.978193,130
2015,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816438,-96.978193,91
2016,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816438,-96.978193,8
2018,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816248,-96.976334,10
2019,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816248,-96.976334,7
2020,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816248,-96.976334,9
2021,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816248,-96.976334,25
2022,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816248,-96.976334,43
2023,225502,university of houston-victoria,21,tx,3007 n. ben wilson,victoria,1,28.816248,-96.976334,44
2016,225511,university of houston,15,tx,212 e. cullen building,houston,1,29.720393,-95.343537,78
2017,225511,university of houston,15,tx,212 e. cullen building,houston,1,29.720393,-95.343537,60
2018,225511,university of houston,15,tx,212 e. cullen building,houston,1,29.720393,-95.343537,96
2019,225511,university of houston,15,tx,212 e. cullen building,houston,1,29.720393,-95.343537,85
2020,225511,university of houston,15,tx,212 e. cullen building,houston,1,29.720393,-95.343537,73
2021,225511,university of houston,15,tx,212 e. cullen building,houston,1,29.720393,-95.343537,111
2022,225511,university of houston,15,tx,212 e. cullen building,houston,1,29.720393,-95.343537,96
2023,225511,university of houston,15,tx,"4302 university dr, room 212",houston,1,29.720393,-95.343537,81
2021,225548,howard payne university,32,tx,1000 fisk st.,brownwood,2,31.716467,-98.985204,5
2022,225548,howard payne university,32,tx,1000 fisk st.,brownwood,2,31.716467,-98.985204,5
2023,225548,howard payne university,32,tx,1000 fisk st.,brownwood,2,31.716467,-98.985204,4
2002,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.465778,-98.463792,58
2003,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.465778,-98.463792,45
2004,225627,university of the incarnate word,21,tx,4301 brdway,san antonio,2,29.465778,-98.463792,53
